Date,Bull,Neutral,Bear
3-31-11,0.4181,0.2712,0.3107
3-24-11,0.3774,0.2727,0.3497
3-17-11,0.2849,0.3139,0.4012
3-10-11,0.3597,0.3171,0.3232
3-3-11,0.3679,0.3005,0.3316
2-24-11,0.3663,0.2723,0.3614
2-17-11,0.4658,0.2785,0.2557
2-10-11,0.494,0.2369,0.2691
2-3-11,0.5154,0.2159,0.2687
1-27-11,0.4204,0.2367,0.3429
1-20-11,0.5075,0.2015,0.291
1-13-11,0.5234,0.2422,0.2344
1-6-11,0.5588,0.2586,0.1825
12-30-10,0.5161,0.2834,0.2005
12-23-10,0.6328,0.2031,0.164
12-16-10,0.5023,0.2262,0.2715
12-9-10,0.5305,0.2439,0.2256
12-2-10,0.4966,0.2414,0.2621
11-25-10,0.474,0.2792,0.2468
11-18-10,0.4,0.275,0.325
11-11-10,0.5756,0.1395,0.2849
11-4-10,0.4823,0.2199,0.2979
10-28-10,0.5123,0.2716,0.216
10-21-10,0.4962,0.2519,0.2519
10-14-10,0.471,0.2609,0.2681
10-7-10,0.4903,0.2323,0.2774
9-30-10,0.4253,0.2586,0.3161
9-23-10,0.4497,0.2963,0.254
9-16-10,0.5089,0.2485,0.2426
9-9-10,0.4387,0.2451,0.3161
9-2-10,0.308,0.27,0.4221
8-26-10,0.2074,0.2979,0.4947
8-19-10,0.3011,0.2742,0.4247
8-12-10,0.3976,0.3012,0.3012
8-5-10,0.3039,0.3137,0.3824
7-29-10,0.4,0.2667,0.3333
7-22-10,0.3216,0.2281,0.4503
7-15-10,0.3937,0.2284,0.378
7-8-10,0.2094,0.2199,0.5707
7-1-10,0.2468,0.3333,0.4199
6-24-10,0.3446,0.3311,0.3243
6-17-10,0.4245,0.2689,0.3066
6-10-10,0.3448,0.2241,0.431
6-3-10,0.3709,0.2207,0.4085
5-27-10,0.2983,0.193,0.5088
5-20-10,0.413,0.25,0.337
5-13-10,0.366,0.268,0.366
5-6-10,0.3913,0.323,0.2857
4-29-10,0.4136,0.3,0.2864
4-22-10,0.3812,0.2762,0.3425
4-15-10,0.4848,0.2182,0.297
4-8-10,0.4286,0.2679,0.3036
4-1-10,0.413,0.2754,0.3116
3-25-10,0.3239,0.3295,0.3466
3-18-10,0.3537,0.3476,0.2988
3-11-10,0.4529,0.2941,0.2529
3-4-10,0.3586,0.3793,0.2621
2-25-10,0.3489,0.3557,0.2953
2-18-10,0.3585,0.2893,0.3522
2-11-10,0.3675,0.2137,0.4188
2-4-10,0.2923,0.2769,0.4308
1-28-10,0.35,0.2833,0.3667
1-21-10,0.4,0.2526,0.3474
1-14-10,0.4744,0.2564,0.2692
1-7-10,0.41,0.33,0.26
12-31-09,0.4918,0.2787,0.2295
12-24-09,0.3768,0.2464,0.3768
12-17-09,0.4211,0.2947,0.2842
12-10-09,0.4268,0.2195,0.3537
12-3-09,0.4158,0.2475,0.3366
11-26-09,0.4166,0.1666,0.4166
11-19-09,0.4273,0.2545,0.3182
11-12-09,0.386,0.228,0.386
11-5-09,0.2222,0.2222,0.5556
10-29-09,0.3365,0.2404,0.4231
10-22-09,0.4048,0.2381,0.3571
10-15-09,0.473,0.1892,0.3378
10-8-09,0.3509,0.2368,0.4123
10-1-09,0.4355,0.2097,0.3548
9-24-09,0.3909,0.1636,0.4455
9-17-09,0.4214,0.1786,0.4
9-10-09,0.3733,0.1867,0.44
9-3-09,0.3797,0.2405,0.3797
8-27-09,0.3398,0.1748,0.4854
8-20-09,0.3407,0.2593,0.4
8-13-09,0.51,0.16,0.33
8-6-09,0.5,0.1484,0.3516
7-30-09,0.4767,0.2093,0.314
7-23-09,0.376,0.2,0.424
7-16-09,0.2868,0.2426,0.4706
7-9-09,0.2791,0.1744,0.5465
7-2-09,0.3784,0.1757,0.4459
6-25-09,0.28,0.232,0.488
6-18-09,0.3333,0.2024,0.4643
6-11-09,0.3925,0.215,0.3925
6-4-09,0.4756,0.1585,0.3659
5-28-09,0.4037,0.1101,0.4862
5-21-09,0.3372,0.2093,0.4535
5-14-09,0.4381,0.2095,0.3524
5-7-09,0.4409,0.2258,0.3333
4-30-09,0.3609,0.203,0.4361
4-23-09,0.3182,0.2955,0.3864
4-16-09,0.4414,0.2,0.3586
4-9-09,0.3571,0.2,0.4429
4-2-09,0.4266,0.2028,0.3706
3-26-09,0.3913,0.1848,0.4239
3-19-09,0.4506,0.1667,0.3827
3-12-09,0.2764,0.1789,0.5447
3-5-09,0.1892,0.1081,0.7027
2-26-09,0.243,0.2056,0.5514
2-19-09,0.2164,0.2164,0.5672
2-12-09,0.3291,0.2785,0.3924
2-5-09,0.2463,0.3134,0.4403
1-29-09,0.2527,0.2747,0.4725
1-22-09,0.2721,0.2647,0.4632
1-15-09,0.2763,0.25,0.4737
1-8-09,0.487,0.1623,0.3506
1-1-09,0.24,0.2133,0.5467
12-25-08,0.2895,0.2719,0.4386
12-18-08,0.3973,0.2466,0.3562
12-11-08,0.375,0.2266,0.3984
12-4-08,0.2667,0.2556,0.4778
11-27-08,0.3125,0.2386,0.4489
11-20-08,0.2437,0.1849,0.5714
11-13-08,0.3833,0.1917,0.425
11-6-08,0.4483,0.2184,0.3333
10-30-08,0.3714,0.2229,0.4057
10-23-08,0.3874,0.2252,0.3874
10-16-08,0.4094,0.193,0.3977
10-9-08,0.3147,0.0769,0.6084
10-2-08,0.3333,0.1167,0.55
9-25-08,0.3404,0.2021,0.4574
9-18-08,0.2721,0.1837,0.5442
9-11-08,0.2927,0.1585,0.5488
9-4-08,0.3704,0.1975,0.4321
8-28-08,0.3068,0.2386,0.4545
8-21-08,0.381,0.246,0.373
8-14-08,0.4286,0.1818,0.3896
8-7-08,0.3561,0.2197,0.4242
7-31-08,0.4,0.1882,0.4118
7-24-08,0.3582,0.2014,0.4403
7-17-08,0.25,0.1686,0.5814
7-10-08,0.2217,0.2266,0.5517
7-3-08,0.2393,0.2393,0.5214
6-26-08,0.3125,0.1648,0.5227
6-19-08,0.3298,0.2128,0.4574
6-12-08,0.3125,0.1518,0.5357
6-5-08,0.4348,0.1848,0.3804
5-29-08,0.3136,0.2288,0.4576
5-22-08,0.463,0.1944,0.3426
5-15-08,0.4516,0.2516,0.2968
5-8-08,0.5281,0.2247,0.2472
5-1-08,0.5329,0.2039,0.2632
4-24-08,0.4667,0.2583,0.275
4-17-08,0.3037,0.2094,0.4869
4-10-08,0.4576,0.1695,0.3729
4-3-08,0.367,0.2394,0.3936
3-27-08,0.416,0.248,0.336
3-20-08,0.2521,0.2051,0.5427
3-13-08,0.2042,0.2042,0.5915
3-6-08,0.2198,0.2637,0.5165
2-28-08,0.3431,0.2044,0.4526
2-21-08,0.3318,0.2212,0.447
2-14-08,0.3333,0.2481,0.4186
2-7-08,0.3411,0.1869,0.472
1-31-08,0.3008,0.2105,0.4887
1-24-08,0.2514,0.1585,0.5902
1-17-08,0.243,0.213,0.5444
1-10-08,0.1963,0.215,0.5888
1-3-08,0.2571,0.1905,0.5524
12-27-07,0.3,0.2,0.5
12-20-07,0.3585,0.1698,0.4717
12-13-07,0.4762,0.1667,0.3571
12-6-07,0.4065,0.1951,0.3984
11-29-07,0.2857,0.1531,0.5612
11-22-07,0.2558,0.2171,0.5271
11-15-07,0.3301,0.1748,0.4951
11-8-07,0.3619,0.1238,0.5143
11-1-07,0.4471,0.1882,0.3647
10-25-07,0.3125,0.2054,0.4821
10-18-07,0.4196,0.2232,0.3571
10-11-07,0.5464,0.1959,0.2577
10-4-07,0.5181,0.2289,0.253
9-27-07,0.4937,0.1646,0.3418
9-20-07,0.3924,0.2911,0.3165
9-13-07,0.4,0.2471,0.3529
9-6-07,0.3838,0.1919,0.4242
8-30-07,0.403,0.1343,0.4627
8-23-07,0.4128,0.156,0.4312
8-16-07,0.4222,0.1222,0.4556
8-9-07,0.4576,0.1525,0.3898
8-2-07,0.4588,0.1412,0.4
7-26-07,0.4421,0.1895,0.3684
7-19-07,0.4177,0.2152,0.3671
7-12-07,0.4364,0.2636,0.3
7-5-07,0.4384,0.2329,0.3288
6-28-07,0.3902,0.252,0.3577
6-21-07,0.4316,0.2316,0.3368
6-14-07,0.373,0.1905,0.4365
6-7-07,0.4059,0.1683,0.4257
5-31-07,0.3333,0.2188,0.4479
5-24-07,0.3735,0.241,0.3855
5-17-07,0.3839,0.25,0.3661
5-10-07,0.4286,0.1429,0.4286
5-3-07,0.2857,0.1714,0.5429
4-26-07,0.3924,0.2278,0.3797
4-19-07,0.4694,0.2347,0.2959
4-12-07,0.4085,0.2113,0.3803
4-5-07,0.3226,0.2796,0.3978
3-29-07,0.4268,0.3171,0.2561
3-22-07,0.4388,0.2302,0.3309
3-15-07,0.3299,0.2165,0.4536
3-8-07,0.358,0.1932,0.4489
3-1-07,0.3663,0.2376,0.396
2-22-07,0.5385,0.2385,0.2231
2-15-07,0.4757,0.2136,0.3107
2-8-07,0.4615,0.2385,0.3
2-1-07,0.4632,0.2316,0.3053
1-25-07,0.3951,0.2716,0.3333
1-18-07,0.5778,0.1515,0.2727
1-11-07,0.4444,0.213,0.3426
1-4-07,0.4914,0.2155,0.2931
12-28-06,0.46,0.18,0.36
12-21-06,0.3908,0.1839,0.4253
12-14-06,0.4133,0.2067,0.38
12-7-06,0.3894,0.1947,0.4159
11-30-06,0.4022,0.1229,0.4749
11-23-06,0.4194,0.1613,0.4194
11-16-06,0.4656,0.229,0.3053
11-9-06,0.506,0.2289,0.2651
11-2-06,0.4375,0.1938,0.3688
10-26-06,0.5217,0.1739,0.3043
10-19-06,0.542,0.1603,0.2977
10-12-06,0.4898,0.1327,0.3776
10-5-06,0.3778,0.1556,0.4667
9-28-06,0.5132,0.1579,0.3289
9-21-06,0.4775,0.1802,0.3423
9-14-06,0.4795,0.137,0.3836
9-7-06,0.4299,0.271,0.2991
8-31-06,0.4157,0.3258,0.2584
8-24-06,0.3935,0.2323,0.3742
8-17-06,0.3053,0.3368,0.3579
8-10-06,0.3659,0.2195,0.4146
8-3-06,0.3146,0.2135,0.4719
7-27-06,0.3488,0.2209,0.4302
7-20-06,0.2385,0.1835,0.578
7-13-06,0.365,0.2409,0.3942
7-6-06,0.377,0.1967,0.4262
6-29-06,0.386,0.2164,0.3977
6-22-06,0.344,0.24,0.416
6-15-06,0.2641,0.1861,0.5498
6-8-06,0.2623,0.2869,0.4508
6-1-06,0.3077,0.1923,0.5
5-25-06,0.3304,0.2143,0.4554
5-18-06,0.3939,0.1697,0.4364
5-11-06,0.549,0.1765,0.2745
5-4-06,0.4589,0.2055,0.3356
4-27-06,0.4211,0.2193,0.3596
4-20-06,0.3373,0.2544,0.4083
4-13-06,0.4536,0.268,0.2784
4-6-06,0.4767,0.2907,0.2326
3-30-06,0.3721,0.3023,0.3256
3-23-06,0.4375,0.2875,0.275
3-16-06,0.4655,0.2069,0.3276
3-9-06,0.4121,0.2802,0.3077
3-2-06,0.4094,0.2992,0.2913
2-23-06,0.4321,0.284,0.284
2-16-06,0.4018,0.2411,0.3571
2-9-06,0.4019,0.2523,0.3458
2-2-06,0.447,0.2197,0.3333
1-26-06,0.3077,0.359,0.3333
1-19-06,0.5,0.2417,0.2583
1-12-06,0.5896,0.2197,0.1908
1-5-06,0.2935,0.3043,0.4022
12-29-05,0.373,0.2619,0.3651
12-22-05,0.4103,0.3077,0.2821
12-15-05,0.4615,0.3173,0.2212
12-8-05,0.4947,0.3158,0.1895
12-1-05,0.5247,0.2407,0.2346
11-24-05,0.5733,0.2667,0.16
11-17-05,0.5363,0.2458,0.2179
11-10-05,0.5862,0.1839,0.2299
11-3-05,0.4295,0.2949,0.2756
10-27-05,0.3205,0.2179,0.4615
10-20-05,0.4311,0.2096,0.3593
10-13-05,0.3896,0.1299,0.4805
10-6-05,0.5,0.2258,0.2742
9-29-05,0.3188,0.2899,0.3913
9-22-05,0.3947,0.2807,0.3246
9-15-05,0.5143,0.2,0.2857
9-8-05,0.4231,0.25,0.3269
9-1-05,0.3176,0.3059,0.3765
8-25-05,0.3614,0.3253,0.3133
8-18-05,0.2929,0.303,0.404
8-11-05,0.3974,0.3141,0.2885
8-4-05,0.4783,0.2609,0.2609
7-28-05,0.5752,0.2484,0.1765
7-21-05,0.4118,0.3137,0.2745
7-14-05,0.5789,0.2807,0.1404
7-7-05,0.430108,0.365591,0.204301
6-30-05,0.4589,0.2466,0.2945
6-23-05,0.4659,0.3523,0.1818
6-16-05,0.4805,0.3312,0.1883
6-9-05,0.4598,0.3448,0.1954
6-2-05,0.4861,0.3194,0.1944
5-26-05,0.4414,0.3243,0.2342
5-19-05,0.3892,0.3243,0.2865
5-12-05,0.3052,0.3312,0.3636
5-5-05,0.2857,0.2653,0.449
4-28-05,0.2975,0.3554,0.3471
4-21-05,0.3684,0.3026,0.3289
4-14-05,0.1648,0.4176,0.4176
4-7-05,0.2774,0.2839,0.4387
3-31-05,0.2843,0.2059,0.5098
3-24-05,0.2323,0.3484,0.4194
3-17-05,0.3247,0.3506,0.3247
3-10-05,0.4966,0.255,0.2483
3-3-05,0.3951,0.3333,0.2716
2-24-05,0.3182,0.3636,0.3182
2-17-05,0.3636,0.3377,0.2987
2-10-05,0.4375,0.3333,0.2292
2-3-05,0.4167,0.3333,0.25
1-27-05,0.2643,0.3714,0.3643
1-20-05,0.3366,0.3267,0.3366
1-13-05,0.3399,0.2614,0.3987
1-6-05,0.381,0.2738,0.3452
12-30-04,0.5766,0.2482,0.1752
12-23-04,0.6023,0.2159,0.1818
12-16-04,0.5253,0.2828,0.1919
12-9-04,0.5135,0.2342,0.2523
12-2-04,0.5676,0.1784,0.2541
11-24-04,0.4948,0.2371,0.268
11-18-04,0.641,0.1346,0.2244
11-11-04,0.625,0.1591,0.2159
11-4-04,0.5714,0.2,0.2286
10-28-04,0.4231,0.2596,0.3173
10-21-04,0.4248,0.2876,0.2876
10-14-04,0.4471,0.2706,0.2824
10-7-04,0.5693,0.2336,0.1971
9-30-04,0.4107,0.1964,0.3929
9-23-04,0.512,0.22,0.268
9-16-04,0.4545,0.2273,0.3182
9-9-04,0.505,0.2574,0.2376
9-2-04,0.4151,0.3019,0.283
8-26-04,0.4153,0.3305,0.2542
8-19-04,0.3488,0.3023,0.3488
8-12-04,0.3857,0.2143,0.4
8-5-04,0.3099,0.3521,0.338
7-29-04,0.34,0.3,0.36
7-22-04,0.3571,0.4048,0.2381
7-15-04,0.4737,0.2895,0.2368
7-8-04,0.551,0.2347,0.2143
7-1-04,0.5697,0.2727,0.1576
6-24-04,0.5641,0.2051,0.2308
6-17-04,0.4141,0.3047,0.2813
6-10-04,0.5526,0.2895,0.1579
6-3-04,0.3333,0.4048,0.2619
5-27-04,0.3611,0.2361,0.4028
5-20-04,0.3667,0.2333,0.4
5-13-04,0.3289,0.2368,0.4342
5-6-04,0.3898,0.339,0.2712
4-29-04,0.5,0.2879,0.2121
4-22-04,0.5,0.275,0.225
4-15-04,0.6375,0.225,0.1375
4-8-04,0.5878,0.2095,0.2027
4-1-04,0.5517,0.2241,0.2241
3-25-04,0.3148,0.2593,0.4259
3-18-04,0.386,0.3509,0.2632
3-11-04,0.4129,0.2516,0.3355
3-4-04,0.4783,0.3913,0.1304
2-26-04,0.4158,0.2789,0.3053
2-19-04,0.5645,0.2258,0.2097
2-12-04,0.561,0.2927,0.1463
2-5-04,0.5091,0.2727,0.2182
1-29-04,0.5688,0.2813,0.15
1-22-04,0.6951,0.1707,0.1341
1-15-04,0.6629,0.236,0.1011
1-8-04,0.6716,0.1493,0.1791
1-1-04,0.6241,0.2411,0.1348
12-26-03,0.6552,0.1724,0.1724
12-18-03,0.602,0.2041,0.1939
12-11-03,0.5526,0.2368,0.2105
12-4-03,0.6937,0.1622,0.1441
11-27-03,0.6038,0.1887,0.2075
11-20-03,0.5323,0.2581,0.2097
11-13-03,0.5333,0.3222,0.1444
11-6-03,0.5758,0.2576,0.1667
10-30-03,0.5781,0.2344,0.1875
10-23-03,0.5278,0.3056,0.1667
10-16-03,0.6034,0.2586,0.1379
10-9-03,0.5758,0.1919,0.2323
10-2-03,0.5,0.2143,0.2857
9-25-03,0.5728,0.2039,0.2233
9-18-03,0.6275,0.1765,0.1961
9-11-03,0.5814,0.2442,0.1744
9-4-03,0.623,0.2131,0.1639
8-28-03,0.567,0.2062,0.2268
8-21-03,0.6296,0.1852,0.1852
8-14-03,0.5056,0.2584,0.236
8-7-03,0.4545,0.2208,0.3247
7-31-03,0.5154,0.3231,0.1615
7-24-03,0.52,0.1733,0.3067
7-17-03,0.5126,0.2017,0.2857
7-10-03,0.4324,0.2568,0.3108
7-3-03,0.4118,0.2353,0.3529
6-26-03,0.7143,0.2,0.0857
6-19-03,0.5641,0.0769,0.359
6-12-03,0.5,0.2083,0.2917
6-5-03,0.52,0.288,0.192
5-29-03,0.6286,0.2286,0.1429
5-22-03,0.3846,0.2596,0.3558
5-15-03,0.6279,0.2093,0.1628
5-8-03,0.528,0.288,0.184
5-1-03,0.4857,0.2571,0.2571
4-24-03,0.63,0.18,0.19
4-17-03,0.463,0.2222,0.3148
4-10-03,0.3846,0.3077,0.3077
4-3-03,0.3235,0.2941,0.3824
3-27-03,0.3942,0.2788,0.3269
3-20-03,0.4286,0.1905,0.381
3-13-03,0.3429,0.1429,0.5143
3-6-03,0.3333,0.2727,0.3939
2-27-03,0.2602,0.2683,0.4715
2-20-03,0.2105,0.2105,0.5789
2-13-03,0.219,0.4,0.381
2-6-03,0.2286,0.5143,0.2571
1-30-03,0.2553,0.266,0.4787
1-23-03,0.25,0.3182,0.4318
1-16-03,0.2917,0.4167,0.2917
1-9-03,0.381,0.1905,0.4286
1-2-03,0.3243,0.2973,0.3784
12-26-02,0.4,0.28,0.32
12-19-02,0.4286,0.2714,0.3
12-12-02,0.4138,0.3448,0.2414
12-5-02,0.5294,0.2941,0.1765
11-28-02,0.5106,0.1702,0.3191
11-21-02,0.5056,0.2809,0.2135
11-14-02,0.4865,0.1892,0.3243
11-7-02,0.5,0.2368,0.2632
10-31-02,0.5147,0.2059,0.2794
10-24-02,0.4458,0.2169,0.3373
10-17-02,0.3947,0.2105,0.3947
10-10-02,0.2885,0.1635,0.5481
10-3-02,0.3521,0.169,0.4789
9-26-02,0.2451,0.2843,0.4706
9-19-02,0.3378,0.2297,0.4324
9-12-02,0.3836,0.2466,0.3699
9-5-02,0.3148,0.1852,0.5
8-29-02,0.5,0.2097,0.2903
8-22-02,0.4375,0.1667,0.3958
8-15-02,0.3793,0.2069,0.4138
8-8-02,0.377,0.2295,0.3934
8-1-02,0.3421,0.3421,0.3158
7-25-02,0.2791,0.2326,0.4884
7-18-02,0.2625,0.2,0.5375
7-11-02,0.3505,0.2268,0.4227
7-3-02,0.2656,0.2656,0.4688
6-27-02,0.3097,0.2301,0.4602
6-20-02,0.4571,0.2857,0.2571
6-13-02,0.3182,0.3455,0.3364
6-6-02,0.3279,0.2787,0.3934
5-29-02,0.2826,0.3152,0.4022
5-23-02,0.2619,0.3333,0.4048
5-16-02,0.3679,0.3491,0.283
5-9-02,0.3026,0.2895,0.4079
5-2-02,0.2703,0.3964,0.3333
4-25-02,0.3667,0.4,0.2333
4-18-02,0.402,0.3659,0.2317
4-11-02,0.2821,0.3846,0.3333
4-4-02,0.4048,0.3929,0.2024
3-28-02,0.5116,0.2558,0.2326
3-21-02,0.5323,0.3548,0.1129
3-14-02,0.5645,0.2903,0.1452
3-7-02,0.5333,0.3111,0.1555
2-28-02,0.4444,0.3519,0.2037
2-21-02,0.3636,0.3818,0.2545
2-14-02,0.4516,0.3871,0.1613
2-7-02,0.375,0.3958,0.2293
1-31-02,0.4545,0.3182,0.2273
1-24-02,0.3469,0.3469,0.3061
1-17-02,0.2955,0.4091,0.2955
1-10-02,0.5479,0.2329,0.2192
1-3-02,0.5111,0.2444,0.2444
12-27-01,0.5769,0.1538,0.2692
12-20-01,0.5246,0.2131,0.2623
12-13-01,0.614,0.2456,0.1404
12-6-01,0.5918,0.1633,0.2449
11-29-01,0.6933,0.1067,0.2
11-22-01,0.5833,0.1667,0.25
11-15-01,0.4545,0.2121,0.3333
11-8-01,0.3462,0.2308,0.4231
11-1-01,0.35,0.3167,0.3333
10-25-01,0.5588,0.2647,0.1765
10-18-01,0.6056,0.1831,0.2113
10-11-01,0.4737,0.2456,0.2807
10-4-01,0.5122,0.1951,0.2927
9-27-01,0.5111,0.2667,0.2222
9-20-01,0.3108,0.2432,0.4459
9-13-01,0.2667,0.3667,0.3667
9-6-01,0.3034,0.3596,0.3371
8-30-01,0.3143,0.4571,0.2286
8-23-01,0.3448,0.3448,0.3103
8-16-01,0.3542,0.2708,0.375
8-9-01,0.3494,0.3735,0.2771
8-2-01,0.3636,0.2727,0.3636
7-26-01,0.2952,0.3238,0.381
7-19-01,0.5,0.3478,0.1522
7-12-01,0.2527,0.3846,0.3626
7-5-01,0.4074,0.4074,0.1852
6-28-01,0.3038,0.3671,0.3291
6-21-01,0.3333,0.4333,0.2333
6-14-01,0.3051,0.4746,0.2203
6-7-01,0.4255,0.3191,0.2553
5-31-01,0.4935,0.2208,0.2857
5-24-01,0.619,0.2143,0.1667
5-17-01,0.5176,0.2941,0.1882
5-10-01,0.5333,0.2889,0.1778
5-3-01,0.6351,0.1487,0.2162
4-26-01,0.4655,0.2241,0.3103
4-19-01,0.4375,0.25,0.3125
4-12-01,0.303,0.2879,0.4091
4-5-01,0.3514,0.2613,0.3874
3-29-01,0.3725,0.3529,0.2745
3-22-01,0.2778,0.25,0.4722
3-15-01,0.3091,0.3273,0.3636
3-8-01,0.3163,0.3673,0.3163
3-1-01,0.4595,0.2027,0.3378
2-22-01,0.2632,0.3509,0.386
2-15-01,0.3043,0.4783,0.2174
2-8-01,0.5556,0.3,0.1444
2-1-01,0.5,0.3077,0.1923
1-25-01,0.4923,0.2462,0.2615
1-18-01,0.3659,0.3902,0.2439
1-11-01,0.3571,0.2143,0.4286
1-4-01,0.4259,0.3333,0.2407
12-28-00,0.4,0.28,0.32
12-21-00,0.3111,0.1778,0.5111
12-14-00,0.5962,0.0769,0.3269
12-7-00,0.4706,0.1569,0.3725
11-30-00,0.6042,0.2292,0.1667
11-23-00,0.3651,0.2698,0.3651
11-16-00,0.4583,0.375,0.1667
11-9-00,0.6286,0.2857,0.0857
11-2-00,0.5161,0.2581,0.2258
10-26-00,0.641,0.1795,0.1795
10-19-00,0.4889,0.2667,0.2444
10-12-00,0.4146,0.2683,0.3171
10-5-00,0.4194,0.3226,0.2581
9-28-00,0.5333,0.4,0.0667
9-21-00,0.4375,0.375,0.1875
9-14-00,0.4118,0.3529,0.2353
9-7-00,0.625,0.2917,0.0833
8-31-00,0.5588,0.2647,0.1765
8-23-00,0.5769,0.1923,0.2308
8-17-00,0.5938,0.2188,0.1875
8-10-00,0.541,0.3443,0.1148
8-3-00,0.413,0.3478,0.2391
7-27-00,0.4286,0.3714,0.2
7-20-00,0.6667,0.2133,0.12
7-13-00,0.65,0.15,0.2
7-6-00,0.561,0.2805,0.1585
6-22-00,0.2667,0.3333,0.4
6-15-00,0.4375,0.375,0.1875
6-8-00,0.6154,0.1538,0.2308
6-1-00,0.4167,0.2083,0.375
5-25-00,0.3492,0.2857,0.3651
5-18-00,0.3529,0.2353,0.4118
5-11-00,0.3023,0.4419,0.2558
5-4-00,0.3478,0.3043,0.3478
4-27-00,0.6129,0.2419,0.1452
4-20-00,0.6373,0.1373,0.2255
4-13-00,0.5185,0.1852,0.2963
4-6-00,0.4583,0.3333,0.2083
3-30-00,0.3889,0.1111,0.5
3-23-00,0.6571,0.1429,0.2
3-16-00,0.5,0.2333,0.2667
3-8-00,0.5833,0.25,0.1667
3-2-00,0.3667,0.4,0.2333
2-24-00,0.4138,0.2759,0.3103
2-17-00,0.2727,0.4848,0.2424
2-10-00,0.4186,0.3023,0.2791
2-3-00,0.5111,0.2444,0.2444
1-27-00,0.537,0.2593,0.2037
1-20-00,0.5714,0.25,0.1786
1-13-00,0.5926,0.2222,0.1852
1-6-00,0.75,0.1166,0.1333
12-30-99,0.6,0.25,0.15
12-23-99,0.52,0.31,0.17
12-16-99,0.54,0.26,0.2
12-9-99,0.62,0.27,0.11
12-2-99,0.62,0.25,0.13
11-24-99,0.55,0.28,0.17
11-18-99,0.46,0.32,0.22
11-11-99,0.48,0.26,0.26
11-4-99,0.43,0.35,0.22
10-28-99,0.38,0.38,0.24
10-21-99,0.38,0.37,0.25
10-14-99,0.42,0.39,0.19
10-7-99,0.34,0.38,0.28
9-30-99,0.35,0.42,0.23
9-23-99,0.36,0.36,0.28
9-16-99,0.36,0.43,0.21
9-9-99,0.37,0.38,0.25
9-2-99,0.44,0.38,0.18
8-26-99,0.35,0.4,0.25
8-19-99,0.31,0.46,0.23
8-12-99,0.3,0.4,0.3
8-5-99,0.3,0.46,0.24
7-29-99,0.42,0.38,0.2
7-22-99,0.55,0.23,0.22
7-15-99,0.54,0.28,0.18
7-8-99,0.43,0.36,0.21
7-1-99,0.35,0.38,0.27
6-24-99,0.3,0.39,0.31
6-17-99,0.38,0.35,0.27
6-10-99,0.32,0.4,0.28
6-3-99,0.32,0.36,0.32
5-27-99,0.38,0.42,0.2
5-20-99,0.43,0.31,0.26
5-13-99,0.43,0.31,0.26
5-6-99,0.54,0.32,0.14
4-29-99,0.41,0.32,0.27
4-22-99,0.38,0.32,0.3
4-15-99,0.41,0.31,0.28
4-8-99,0.36,0.38,0.26
4-1-99,0.4,0.35,0.25
3-25-99,0.38,0.33,0.29
3-18-99,0.48,0.31,0.21
3-11-99,0.37,0.42,0.21
3-4-99,0.36,0.45,0.19
2-25-99,0.37,0.39,0.24
2-18-99,0.37,0.39,0.24
2-11-99,0.48,0.35,0.17
2-4-99,0.48,0.38,0.14
1-28-99,0.47,0.33,0.2
1-21-99,0.56,0.24,0.2
1-14-99,0.51,0.28,0.21
1-7-99,0.38,0.39,0.23
12-31-98,0.41,0.37,0.22
12-23-98,0.34,0.34,0.32
12-17-98,0.41,0.34,0.25
12-10-98,0.44,0.3,0.26
12-3-98,0.49,0.3,0.21
11-25-98,0.48,0.35,0.17
11-19-98,0.4,0.42,0.18
11-12-98,0.5,0.36,0.14
11-5-98,0.38,0.42,0.2
10-29-98,0.43,0.36,0.21
10-22-98,0.32,0.35,0.33
10-15-98,0.25,0.34,0.41
10-8-98,0.25,0.43,0.32
10-1-98,0.32,0.35,0.33
9-24-98,0.34,0.38,0.28
9-17-98,0.34,0.35,0.31
9-10-98,0.29,0.31,0.4
9-3-98,0.23,0.37,0.4
8-27-98,0.23,0.32,0.45
8-20-98,0.25,0.42,0.33
8-13-98,0.27,0.38,0.35
8-6-98,0.3,0.44,0.26
7-30-98,0.44,0.36,0.2
7-23-98,0.37,0.39,0.24
7-16-98,0.35,0.44,0.21
7-9-98,0.36,0.44,0.2
7-2-98,0.33,0.48,0.19
6-25-98,0.28,0.44,0.28
6-18-98,0.29,0.38,0.33
6-11-98,0.27,0.49,0.24
6-4-98,0.25,0.44,0.31
5-28-98,0.34,0.4,0.26
5-21-98,0.38,0.39,0.23
5-14-98,0.33,0.41,0.26
5-7-98,0.43,0.34,0.23
4-30-98,0.44,0.31,0.25
4-23-98,0.4,0.38,0.22
4-16-98,0.53,0.32,0.15
4-9-98,0.41,0.36,0.23
4-2-98,0.46,0.32,0.22
3-26-98,0.45,0.35,0.2
3-19-98,0.4,0.38,0.22
3-12-98,0.44,0.36,0.2
3-5-98,0.53,0.34,0.13
2-26-98,0.53,0.33,0.14
2-19-98,0.42,0.43,0.15
2-12-98,0.45,0.36,0.19
2-5-98,0.3,0.45,0.25
1-30-98,0.38,0.42,0.2
1-23-98,0.31,0.39,0.3
1-16-98,0.38,0.45,0.17
1-8-98,0.42,0.4,0.18
12-31-97,0.34,0.35,0.31
12-24-97,0.41,0.36,0.23
